uid,api,postId,is_relevant,sentiment_label,sentence,association,resolutions,lexicons
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_8_22663796,1,p,But +1 for everything else!.,,,
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_9_22663975,0,o,"Yeh, I got the feeling we're not using the same library.",,,
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_9_22663975,1,p,"Thanks, and it's good your pointing that out.",,,good
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_9_22663975,0,o,I've uploaded the eclipse project to URL_https://dl.dropbox.com/u/6465647/InsertJsonExample.zip as I decided I'll make an online tutorial on my blog with this example.,,,
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_10_22664746,0,o,I did take out the for loop.,,,
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_10_22664746,1,o,That helped me.,,,
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_10_22664746,0,p,I just put the values to my jsonAddressObj.,,,
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_10_22664746,0,o,Passed the jsonAddressObj to jsonObjSend.,,,
15911250=>15911410=>a=>JAVA3,net.sf.json,comment_10_22664746,1,o,That did that work for me.,,,
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_1_17192096,1,o,-1: net.sf.json.JSONObject doesn't have a String constructor.,,,
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_1_17192096,1,n,URL_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json/JSONObject.html .,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_2_17208191,1,n,I'm realllly sorry!,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,,sorry
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_2_17208191,0,o,I take it back.,,,
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_2_17208191,0,n,Oh my bad!,,,bad
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_2_17208191,0,n,I just confused org.codehaus.jettison.json.JSONObject with net.sf.json.JSONObject .,,,confused
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_2_17208191,1,p,Thanks anyway for pointing that out.,,,
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_2_17208191,1,n,@David Grant is correct and I'm wrong.,,,"wrong,correct"
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_2_17208191,1,n,Guys sorry for the wrong information.,,,"sorry,wrong"
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_3_17208277,1,p,I just corrected it.,,,correct
12727742=>12727951=>a=>JAVA5,net.sf.json,comment_3_17208277,1,p,I hope this helps.,,,
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_1_17192096,1,o,-1: net.sf.json.JSONObject doesn't have a String constructor.,,,
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_1_17192096,1,n,URL_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json/JSONObject.html .,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_2_17208191,1,n,I'm realllly sorry!,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,,sorry
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_2_17208191,0,o,I take it back.,,,
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_2_17208191,0,n,Oh my bad!,,,bad
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_2_17208191,1,n,I just confused org.codehaus.jettison.json.JSONObject with net.sf.json.JSONObject .,,,confused
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_2_17208191,1,p,Thanks anyway for pointing that out.,,,
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_2_17208191,1,n,@David Grant is correct and I'm wrong.,,,"wrong,correct"
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_2_17208191,1,n,Guys sorry for the wrong information.,,,"sorry,wrong"
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_3_17208277,1,p,I just corrected it.,,,correct
12727742=>12727951=>a=>JAVA8,net.sf.json,comment_3_17208277,1,p,I hope this helps.,,,
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_1_17192096,1,o,-1: net.sf.json.JSONObject doesn't have a String constructor.,,,
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_1_17192096,1,n,URL_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json/JSONObject.html .,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_2_17208191,1,n,I'm realllly sorry!,url_http://json-lib.sourceforge.net/apidocs/jdk15/net/sf/json=>json-lib,,sorry
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_2_17208191,0,o,I take it back.,,,
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_2_17208191,0,n,Oh my bad!,,,bad
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_2_17208191,1,n,I just confused org.codehaus.jettison.json.JSONObject with net.sf.json.JSONObject .,,,confused
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_2_17208191,1,p,Thanks anyway for pointing that out.,,,
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_2_17208191,1,n,@David Grant is correct and I'm wrong.,,,"wrong,correct"
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_2_17208191,1,n,Guys sorry for the wrong information.,,,"sorry,wrong"
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_3_17208277,1,p,I just corrected it.,,,correct
12727742=>12727951=>a=>JAVA9,net.sf.json,comment_3_17208277,1,p,I hope this helps.,,,
6154845=>6162267=>a=>JAVA3,org.json,comment_1_7163560,1,p,Hi majestica - glad it is solved.,,,glad
6154845=>6162267=>a=>JAVA3,org.json,comment_1_7163560,1,p,"please mark this answer or the other as ""accepted"".",,,
20242812=>20243197=>a=>JAVA6,org.json,comment_1_30190896,0,o,It gives me 10 times the first price.,,,
20242812=>20243197=>a=>JAVA6,org.json,comment_2_30190982,0,p,nice.,,,nice
20242812=>20243197=>a=>JAVA6,org.json,comment_2_30190982,0,o,I changed something.,,,
20242812=>20243197=>a=>JAVA6,org.json,comment_2_30190982,1,p,Now it's working.,,,working
20242812=>20243197=>a=>JAVA6,org.json,comment_2_30190982,0,o,I edit your post and then I accept it.,,,
7683258=>7683354=>a=>JAVA5,org.json,comment_1_9340088,0,o,"If you look at the docs, that JSONObject doesn't have a JSONObject(String) constructor, either.",,,
7683258=>7683354=>a=>JAVA5,org.json,comment_2_9340102,0,o,URL_http://www.json.org/javadoc/org/json/JSONObject.htmllook at this.,,"url_http://www.json.org/javadoc/org/json/jsonobject.h=>org.json,url_http://www.json.org/javadoc/org/json/jsonobject.htmllook=>org.json",
7683258=>7683354=>a=>JAVA5,org.json,comment_3_9340152,0,o,@RyanStewart: [Yes it does.,,,
7683258=>7683354=>a=>JAVA5,org.json,comment_3_9340152,0,o,]( URL_http://www.json.org/javadoc/org/json/JSONObject.h tml#JSONObject(java.lang.String)).,,url_http://www.json.org/javadoc/org/json/jsonobject.h=>org.json,
7683258=>7683354=>a=>JAVA5,org.json,comment_4_9340197,0,n,"Oops, my bad.",url_http://www.json.org/javadoc/org/json/jsonobject.h=>org.json,,bad
7683258=>7683354=>a=>JAVA5,org.json,comment_4_9340197,0,o,I never noticed it hiding among those others.,,,
7683258=>7683354=>a=>JAVA5,org.json,comment_5_9340789,1,p,Actually I searched the internet and found another jar that is having the number of constructors found in the documentation of JSONLink is this: URL_http://code.google.com/p/wave-robot-java - client/downloads/detail?name=json.jar&can=4&q=So in order to use JSON correctly we have to include two jars namely the one we get from JSON website and one getting from Google website(Link given) While using we have to specifically tell the compiler whose constructor we want to call.,,,correctly
7683258=>7683354=>a=>JAVA4,org.json,comment_1_9340088,0,o,"If you look at the docs, that JSONObject doesn't have a JSONObject(String) constructor, either.",,,
7683258=>7683354=>a=>JAVA4,org.json,comment_2_9340102,0,o,URL_http://www.json.org/javadoc/org/json/JSONObject.htmllook at this.,,"url_http://www.json.org/javadoc/org/json/jsonobject.h=>org.json,url_http://www.json.org/javadoc/org/json/jsonobject.htmllook=>org.json",
7683258=>7683354=>a=>JAVA4,org.json,comment_3_9340152,0,o,@RyanStewart: [Yes it does.,,,
7683258=>7683354=>a=>JAVA4,org.json,comment_3_9340152,0,o,]( URL_http://www.json.org/javadoc/org/json/JSONObject.h tml#JSONObject(java.lang.String)).,,url_http://www.json.org/javadoc/org/json/jsonobject.h=>org.json,
7683258=>7683354=>a=>JAVA4,org.json,comment_4_9340197,1,n,"Oops, my bad.",url_http://www.json.org/javadoc/org/json/jsonobject.h=>org.json,,bad
7683258=>7683354=>a=>JAVA4,org.json,comment_4_9340197,0,o,I never noticed it hiding among those others.,,,
7683258=>7683354=>a=>JAVA4,org.json,comment_5_9340789,1,p,Actually I searched the internet and found another jar that is having the number of constructors found in the documentation of JSONLink is this: URL_http://code.google.com/p/wave-robot-java - client/downloads/detail?name=json.jar&can=4&q=So in order to use JSON correctly we have to include two jars namely the one we get from JSON website and one getting from Google website(Link given) While using we have to specifically tell the compiler whose constructor we want to call.,,,correctly
12064844=>12077140=>a=>JAVA7,org.json,comment_1_16169780,1,p,thank you very much.,,,thank
12064844=>12077140=>a=>JAVA7,org.json,comment_1_16169780,1,n,that was the problem.,,,
7704981=>7705388=>a=>JAVA3,org.json,comment_1_9371106,1,n,"Yes, thats true, but I can't even convert the String to a JSONArray.I tested my code with a other JSON PHP File with other entrys and there was no error, only with this code and I dont know why.The program reaches only the line ""JSONArray jArray 
new JSONArray(result);"" and then it aborts in the for and catches this error:Here is the error code from LogCat:Error parsing data org.json.JSONException: Value of type java.lang.String cannot be converted to JSONArray.I hope you understand my problem!",java.lang.string=>java.lang,java.lang.string=>java.lang,abort
7704981=>7705388=>a=>JAVA3,org.json,comment_1_9371106,0,o,:-).,,,
7704981=>7705388=>a=>JAVA3,org.json,comment_2_9396832,0,p,Hi!,java.lang.string=>java.lang,,
7704981=>7705388=>a=>JAVA3,org.json,comment_2_9396832,1,p,"It's a bit strange, I got a simple JSONArray and when I set a breakpoint in the function for the JSON data, my program dont get in the for() and it goes directly in the catch() function.But the ""result"" var containts the right JSON String.",,,simple
7704981=>7705388=>a=>JAVA3,org.json,comment_3_9397269,0,p,my best guess?,,,
7704981=>7705388=>a=>JAVA3,org.json,comment_3_9397269,1,n,"The error is how you read the InputStream in order to ""create"" the String result you pass to the JSONArray jArray 
new JSONArray(result);.",,,
7704981=>7705388=>a=>JAVA3,org.json,comment_3_9397269,0,o,Just for the purpose of trying use the method copyInStringBuilder() that I ve added in the post edit and report me some feedback.,,,
7704981=>7705388=>a=>JAVA3,org.json,comment_4_9407053,0,p,Hi!,,,
7704981=>7705388=>a=>JAVA3,org.json,comment_4_9407053,1,p,"Thanks for reply!I check your functin ""copyInStringBuilder"", but how do you use the ""buffer"" var?",,,
7704981=>7705388=>a=>JAVA3,org.json,comment_5_9408203,0,o,See my edit ......,,,
7704981=>7705388=>a=>JAVA3,org.json,comment_6_20081982,0,o,Did you solve this?,,,
7704981=>7705388=>a=>JAVA3,org.json,comment_6_20081982,0,n,I'm seeing the same weird exception on Android 2.3 (4.0 seems to work).,,,"weird,exception"
18372405=>18372553=>a=>JAVA2,org.json,comment_1_26977818,0,n,"i wrote similar lines, but got errors childNode.put(""class"", element.className()); childNode.put(""text"", element.ownText()); group.put(i, childNode);becasue ""i"" is a integer, how to fix it?",,,
18372405=>18372553=>a=>JAVA2,org.json,comment_2_26977888,0,o,fixed.,,,
18372405=>18372553=>a=>JAVA2,org.json,comment_2_26977888,0,p,thanks ....,,,
17542240=>17583175=>a=>JAVA2,com.googlecode.json-simple,comment_1_27221054,1,p,This is really useful.,,,
17542240=>17583175=>a=>JAVA2,com.googlecode.json-simple,comment_1_27221054,1,p,"Thanks.When you use @JsonIdentityReference(alwaysAsId=true), Jackson can't Deserialize it back, right?Is it possible to achieve the same functionality by writing custom Serializer/Deserializer?",jackson=>com.fasterxml.jackson.core,jackson=>com.fasterxml.jackson.core,
17542240=>17583175=>a=>JAVA2,com.googlecode.json-simple,comment_2_27369223,1,p,"Correct -- if there is no object id to match, Jackson can not figure it out; so typically this option makes sense for serialize-only use case (where something else can piece it back together if need be).",jackson=>com.fasterxml.jackson.core,jackson=>com.fasterxml.jackson.core,correct
17542240=>17583175=>a=>JAVA2,com.googlecode.json-simple,comment_2_27369223,0,o,"Custom (de)serializers can do anything you want, so theoretically yes.",,,
7161638=>7163105=>a=>JAVA10,com.googlecode.json-simple,comment_1_8609176,1,n,"I think this will impact all attempts to serialise a User, making it difficult to ever expose a User's name over JSON.",,,
7161638=>7163105=>a=>JAVA10,com.googlecode.json-simple,comment_2_8609356,1,o,"I can't use this solution, because I also need to be able to serialize all user objects with all fields.",,,
7161638=>7163105=>a=>JAVA10,com.googlecode.json-simple,comment_2_8609356,1,o,And this solution will break that serialization since only the id-field will be included.,,,
7161638=>7163105=>a=>JAVA10,com.googlecode.json-simple,comment_2_8609356,0,o,Is there no way to create a custom serilizer for Jackson as it is for Gson?,,"jackson=>com.fasterxml.jackson.core,gson=>com.google.code.gson",
7161638=>7163105=>a=>JAVA10,com.googlecode.json-simple,comment_3_8610127,0,o,Can you comment on why JSON Views (in my answer) don't match your needs?,,,
7161638=>7163105=>a=>JAVA10,com.googlecode.json-simple,comment_4_8610944,1,p,"@user: It may be a good solution, I'm reading about it and trying.",,,good
7161638=>7163105=>a=>JAVA10,com.googlecode.json-simple,comment_5_8648842,1,o,"Note, too, that you can use @JsonSerialize(using=MySerializer.class) to indicate specific serialization for your property (field or getter), so it is only used for member property and NOT all instances of type.",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_1_7852222,1,p,"I was trying to do something like this, but couldn't get it to work.",gson=>com.google.code.gson,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_1_7852222,0,o,I found a work around before you posted this.,,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_1_7852222,1,p,"This is much better, but is there a way to include the currency code like USD in the object?",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_1_7852222,0,o,How do you access the data once it's in that map?,,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_1_7852222,0,o,I've never used maps before.,,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_2_7852571,0,o,"""How do you access the data once it's in that map?",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_2_7852571,0,o,"I've never used maps before.""",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_2_7852571,0,o,#NAME?,,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_2_7852571,0,o,There are plenty of online resources to learn how to program in Java.,,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_3_7852648,0,p,"""is there a way to include the currency code like USD in the object?""",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_3_7852648,1,n,"-- Yes, but it would require custom deserialization processing, which is not terribly involved, but since the JSON structure is such a poor fit for the target Java data structure, it's a little easier to just transform the Java objects into what you want ",,,"simple,little,easy"
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_3_7852648,0,o,"I'll post example code for doing so, which will include getting data out of the Map.",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_4_7852787,0,o,"I've taken my school's AP Comp Sci course, but we only learned the minimum to take the AP test.",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_4_7852787,0,p,"I know my fair share about Java, but have only used ArrayLists and the like.",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_4_7852787,0,p,"My android app is pretty much complete, except for the part where when I try to actually download that json from the internet, I get a stub error.",,,
6643800=>6644147=>a=>JAVA4,com.google.code.gson,comment_4_7852787,0,o,"I've been told it's because I'm using the emulator, and actually need a device, which I don't have.",,,
18977144=>18977257=>a=>JAVA4,com.google.code.gson,comment_1_28030603,0,o,"I asume this ""input"" would be URL to that json?or is it something else?",,,
18977144=>18977257=>a=>JAVA4,com.google.code.gson,comment_2_28030624,0,o,"@Stebra, Exactly, I included that as a comment in the code.",,,
6636869=>6636964=>a=>JAVA3,com.google.code.gson,comment_1_7840597,0,p,Thank you for your reply!,gson=>com.google.code.gson,,thank
6636869=>6636964=>a=>JAVA3,com.google.code.gson,comment_1_7840597,1,p,"An example of the above helped me, I'm right understand that i can get exact key: value from my class in json?",gson=>com.google.code.gson,,
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_1_7782816,1,p,Thanks man!,,,
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_1_7782816,1,p,This worked just perfect!What does the annotation '@SerializedName' do?Thanks again!.,,,
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_2_7782905,1,o,"It provides a mapping between the key used in the JSON string, and the attribute in your Java class that you wish to map into.",,,
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_3_7782951,1,p,Very nice!,,,nice
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_3_7782951,1,p,Thanks again.,,,
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_4_7782968,0,p,You are welcome.,,,welcome
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_4_7782968,0,o,:D.,,,
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_5_7794536,0,o,I have no idea why someone would down vote your and my answers.,,,
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_5_7794536,1,p,I'll upvote this.,,,upvote
6596072=>6596435=>a=>JAVA5,com.google.code.gson,comment_5_7794536,1,o,It's a decent answer.,,,
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_1_7782816,1,p,Thanks man!,,,
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_1_7782816,1,p,This worked just perfect!What does the annotation '@SerializedName' do?Thanks again!.,,,
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_2_7782905,1,o,"It provides a mapping between the key used in the JSON string, and the attribute in your Java class that you wish to map into.",,,
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_3_7782951,1,p,Very nice!,,,nice
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_3_7782951,1,p,Thanks again.,,,
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_4_7782968,1,p,You are welcome.,,,welcome
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_4_7782968,0,o,:D.,,,
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_5_7794536,0,o,I have no idea why someone would down vote your and my answers.,,,
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_5_7794536,1,p,I'll upvote this.,,,upvote
6596072=>6596435=>a=>JAVA3,com.google.code.gson,comment_5_7794536,0,o,It's a decent answer.,,,
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_1_7782816,1,p,Thanks man!,,,
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_1_7782816,1,p,This worked just perfect!What does the annotation '@SerializedName' do?Thanks again!.,,,
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_2_7782905,0,o,"It provides a mapping between the key used in the JSON string, and the attribute in your Java class that you wish to map into.",,,
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_3_7782951,1,p,Very nice!,,,nice
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_3_7782951,1,p,Thanks again.,,,
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_4_7782968,1,p,You are welcome.,,,welcome
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_4_7782968,0,o,:D.,,,
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_5_7794536,0,o,I have no idea why someone would down vote your and my answers.,,,
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_5_7794536,1,p,I'll upvote this.,,,upvote
6596072=>6596435=>a=>JAVA2,com.google.code.gson,comment_5_7794536,1,o,It's a decent answer.,,,
12064106=>12065290=>a=>JAVA6,com.google.code.gson,comment_1_16114894,0,o,"the getters and setters are not needed to make this work, so I removed them for clarity and succinctness.",,,
12064106=>12065290=>a=>JAVA6,com.google.code.gson,comment_2_16129705,1,o,this worked.,,,
12064106=>12065290=>a=>JAVA6,com.google.code.gson,comment_2_16129705,1,p,thanks.,,,
12064106=>12065290=>a=>JAVA6,com.google.code.gson,comment_3_16137742,1,p,my pleasure!,,,pleasure
12064106=>12065290=>a=>JAVA6,com.google.code.gson,comment_3_16137742,0,o,:).,,,
3769473=>4455636=>a=>JAVA3,com.google.code.gson,comment_1_4881126,1,p,Thanks for the response.,,,
3769473=>4455636=>a=>JAVA3,com.google.code.gson,comment_1_4881126,1,o,"It isn't quite correct, but it led me to the correct answer.",,,correct
3769473=>4455636=>a=>JAVA3,com.google.code.gson,comment_1_4881126,1,o,"You cannot directly create a JsonObject with a string, you must use JsonParser to create it.JsonParser parser 
new JsonParser();JsonObject j 
(JsonObject) parser.parse(json);.",,,
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_1_12955595,1,p,Thank you!,,,thank
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_1_12955595,0,o,I'm still figuring out how the server get the json object.,,,
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_2_12955822,0,o,"When sent in this way, the json will be the request body.",,,
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_2_12955822,0,o,"If you instead want the json to be in a POST var, the ajax request will need to be modified.",,,
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_3_26343235,0,o,But what if I want to Json object as it.,,,
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_3_26343235,0,o,i.e.,,,
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_3_26343235,0,o,Suppose I have JSONObject created using jsp and want to pass to next page then how to send JSONObject (jsonobj) in jquery POST.,,,
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_4_26354387,0,o,@Optimus both ways do send the jsonobject in a post request.,,,
10110805=>10110924=>a=>JAVA3,com.google.code.gson,comment_4_26354387,0,o,"With the first, the jsonstring will be in the request body of the post request, and the second the jsonstring will be in a post variable named ""json"".",,,
13988691=>13990370=>a=>JAVA5,com.google.code.gson,comment_1_19311413,1,p,Excellent.,gson=>com.google.code.gson,,excellent
13988691=>13990370=>a=>JAVA5,com.google.code.gson,comment_1_19311413,1,p,Thanks.,gson=>com.google.code.gson,,
13988691=>13990370=>a=>JAVA5,com.google.code.gson,comment_1_19311413,1,p,"Looks like my simple direct data binding wasn't sufficient for this, but having a custom deserializer looks to be a very flexible solution.",,,"simple,flexible"
13988691=>13990370=>a=>JAVA5,com.google.code.gson,comment_1_19311413,1,p,"I'm sure you can probably do something similar in jackson, but I'm happy to switch to google gson as none of my client code outside the parser relies on any specific concrete json implementation.","jackson=>com.fasterxml.jackson.core,gson=>com.google.code.gson","jackson=>com.fasterxml.jackson.core,gson=>com.google.code.gson",happy
13988691=>13990370=>a=>JAVA4,com.google.code.gson,comment_1_19311413,1,p,Excellent.,gson=>com.google.code.gson,,excellent
13988691=>13990370=>a=>JAVA4,com.google.code.gson,comment_1_19311413,1,p,Thanks.,gson=>com.google.code.gson,,
13988691=>13990370=>a=>JAVA4,com.google.code.gson,comment_1_19311413,1,p,"Looks like my simple direct data binding wasn't sufficient for this, but having a custom deserializer looks to be a very flexible solution.",,,"simple,flexible"
13988691=>13990370=>a=>JAVA4,com.google.code.gson,comment_1_19311413,1,p,"I'm sure you can probably do something similar in jackson, but I'm happy to switch to google gson as none of my client code outside the parser relies on any specific concrete json implementation.","jackson=>com.fasterxml.jackson.core,gson=>com.google.code.gson","jackson=>com.fasterxml.jackson.core,gson=>com.google.code.gson",happy
17017346=>17027014=>a=>JAVA3,com.google.code.gson,comment_1_24610664,1,p,"Can you please repost the relevant sections from your blog here so that in case your blog goes down, your answer is still useful in the future?",gson=>com.google.code.gson,,
17017346=>17027014=>a=>JAVA3,com.google.code.gson,comment_2_24612051,0,o,@Kevin: I've updated the answer with some relevant code.,,,
17017346=>17027014=>a=>JAVA3,com.google.code.gson,comment_2_24612051,0,o,:).,,,
17017346=>17027014=>a=>JAVA3,com.google.code.gson,comment_3_24615391,1,p,+1 Thank you!,,,thank
17017346=>17027014=>a=>JAVA3,com.google.code.gson,comment_3_24615391,0,o,").
",,,
18214447=>18214708=>a=>JAVA2,com.google.code.gson,comment_1_26699200,1,p,"Thank you, but it's returning null.","gson=>com.google.code.gson,url_http://google-gson.googlecode.com/svn/trunk/gson/docs/javadocs/index.html?com/google/gson=>com.google.code.gson",,thank
18214447=>18214708=>a=>JAVA2,com.google.code.gson,comment_1_26699200,0,o,"I am using this as you mentioned: Gson gson 
new Gson(); Results res 
gson.fromJson(jsonText, Results.class); System.out.println( res.getMediaUrl());.",,gson=>com.google.code.gson,
